article_title,country,population,region,revision_id,article_quality
Anne Marthe Mvoto,Cameroon,28.1,MIDDLE AFRICA,76465581,Start
Hermine Patricia Tomaïno Ndam Njoya,Cameroon,28.1,MIDDLE AFRICA,76514827,B
Pierre Ngayewang,Cameroon,28.1,MIDDLE AFRICA,31866859,B
John Ebong Ngole,Cameroon,28.1,MIDDLE AFRICA,64560412,B
Xavier Ngoubeyou,Cameroon,28.1,MIDDLE AFRICA,76216671,B
Victor Anomah Ngu,Cameroon,28.1,MIDDLE AFRICA,33656204,Stub
Julienne Niat,Cameroon,28.1,MIDDLE AFRICA,76514424,B
Dorothy L. Njeuma,Cameroon,28.1,MIDDLE AFRICA,43053010,B
Bernard Njonga,Cameroon,28.1,MIDDLE AFRICA,66865758,FA
Arouna N'Joya,Cameroon,28.1,MIDDLE AFRICA,31866320,B
Edouard Nomo-Ongolo,Cameroon,28.1,MIDDLE AFRICA,29289767,Stub
Antoine Ntsimi,Cameroon,28.1,MIDDLE AFRICA,28045569,Stub
André Ngongang Ouandji,Cameroon,28.1,MIDDLE AFRICA,-1,
Paul Pondi,Cameroon,28.1,MIDDLE AFRICA,25208548,Start
Félix Sabal Lecco (politician),Cameroon,28.1,MIDDLE AFRICA,36594388,B
François Sengat-Kuo,Cameroon,28.1,MIDDLE AFRICA,32133773,Stub
Madeleine Tchuente,Cameroon,28.1,MIDDLE AFRICA,76465863,B
Félix Tonye Mbog,Cameroon,28.1,MIDDLE AFRICA,71268845,Start
Kah Walla,Cameroon,28.1,MIDDLE AFRICA,49270668,Stub
Zakiatou Djamo,Cameroon,28.1,MIDDLE AFRICA,76465692,B
José Manuel Gomes Andrade,Cape Verde,0.6,WESTERN AFRICA,7297143,B
Honório Barreto,Cape Verde,0.6,WESTERN AFRICA,4226758,B
Pedro Fernandes Lopes,Cape Verde,0.6,WESTERN AFRICA,60300459,Stub
Januaria Moreira,Cape Verde,0.6,WESTERN AFRICA,76461555,B
Paulo Rocha (Cape Verde politician),Cape Verde,0.6,WESTERN AFRICA,56933292,Stub
Gilberto Correia Carvalho Silva,Cape Verde,0.6,WESTERN AFRICA,68874923,Stub
Luís Filipe Tavares,Cape Verde,0.6,WESTERN AFRICA,68867165,Start
Carlos de Vasconcelos,Cape Verde,0.6,WESTERN AFRICA,52251523,B
Abraão Vicente,Cape Verde,0.6,WESTERN AFRICA,68866996,B
Jean-Bédel Bokassa,Central African Republic,6.2,MIDDLE AFRICA,92931,Stub
Antoine Darlan,Central African Republic,6.2,MIDDLE AFRICA,51693729,Start
Georges Darlan,Central African Republic,6.2,MIDDLE AFRICA,51128628,Start
Catherine Denguiadé,Central African Republic,6.2,MIDDLE AFRICA,66542246,Start
Henri-Marie Dondra,Central African Republic,6.2,MIDDLE AFRICA,68430366,B
Saif Durbar,Central African Republic,6.2,MIDDLE AFRICA,50815485,B
Gaston N'Guérékata,Central African Republic,6.2,MIDDLE AFRICA,75938811,B
Jean-Benoît Gonda,Central African Republic,6.2,MIDDLE AFRICA,73010497,B
Hassan Al Habib,Central African Republic,6.2,MIDDLE AFRICA,38953421,B
Rodolphe Iddi Lala,Central African Republic,6.2,MIDDLE AFRICA,69903749,Start
Désiré Kolingba,Central African Republic,6.2,MIDDLE AFRICA,41770761,Start
Tchakpa M'brede,Central African Republic,6.2,MIDDLE AFRICA,77190038,C
Karim Meckassoua,Central African Republic,6.2,MIDDLE AFRICA,58772649,Start
Abakar Sabone,Central African Republic,6.2,MIDDLE AFRICA,33422765,Start
Levy Yakete,Central African Republic,6.2,MIDDLE AFRICA,43286131,Stub
Achta Ahmat Bremé,Chad,18.3,MIDDLE AFRICA,66144611,B
Kamougue Assoum,Chad,18.3,MIDDLE AFRICA,75792719,Stub
Christian Georges Diguimbaye,Chad,18.3,MIDDLE AFRICA,54057158,B
Firmin Djidingar,Chad,18.3,MIDDLE AFRICA,49009024,Start
Roger Djikisna,Chad,18.3,MIDDLE AFRICA,49009010,B
Issa Doubragne,Chad,18.3,MIDDLE AFRICA,77052521,Stub
Moussa Faki,Chad,18.3,MIDDLE AFRICA,393794,Start
Arabi El Goni,Chad,18.3,MIDDLE AFRICA,31941777,Stub
Isabelle Kassire,Chad,18.3,MIDDLE AFRICA,75719884,Start
Oueddei Kichidemi,Chad,18.3,MIDDLE AFRICA,6098057,Stub
Alphonse Kotiga,Chad,18.3,MIDDLE AFRICA,4993817,Stub
Baba Laddé,Chad,18.3,MIDDLE AFRICA,43439276,Start
Nadji Madou,Chad,18.3,MIDDLE AFRICA,50301550,B
Mahmoud Ali Seid,Chad,18.3,MIDDLE AFRICA,77052567,Start
Mariam Mahamat Nour,Chad,18.3,MIDDLE AFRICA,66144635,Start
Laoukein Kourayo Médard,Chad,18.3,MIDDLE AFRICA,50301478,Stub
Abbo Nassour,Chad,18.3,MIDDLE AFRICA,48987907,B
Tahir Hamid Nguilin,Chad,18.3,MIDDLE AFRICA,63449812,B
Quatre Sou Quatre,Chad,18.3,MIDDLE AFRICA,31941729,Stub
François Tombalbaye,Chad,18.3,MIDDLE AFRICA,200180,B
Saadie Goukouni Weddeye,Chad,18.3,MIDDLE AFRICA,49341893,B
Alejandro Serani Burgos,Chile,20.0,SOUTH AMERICA,76506106,Stub
Beltrán Mathieu,Chile,20.0,SOUTH AMERICA,75344499,B
Alexandra Benado,Chile,20.0,SOUTH AMERICA,69842299,B
Rolando Calderón,Chile,20.0,SOUTH AMERICA,75976175,Stub
Eugenio Cantuarias,Chile,20.0,SOUTH AMERICA,75960073,Start
Carlos Balmaceda Saavedra,Chile,20.0,SOUTH AMERICA,75974057,Stub
Jorge Cauas,Chile,20.0,SOUTH AMERICA,75629359,Stub
Alberto Cooper,Chile,20.0,SOUTH AMERICA,75960245,Start
Fernando Cordero Rusque,Chile,20.0,SOUTH AMERICA,62936405,B
Juan de Dios Correa de Saa,Chile,20.0,SOUTH AMERICA,68418129,B
María Silvia Correa Marín,Chile,20.0,SOUTH AMERICA,71025373,Stub
Álvaro Covarrubias,Chile,20.0,SOUTH AMERICA,68411798,FA
Pedro Nolasco Cruz Vergara,Chile,20.0,SOUTH AMERICA,43084632,Stub
Jose Fernandez Dubrock,Chile,20.0,SOUTH AMERICA,71082256,B
Juan Egaña,Chile,20.0,SOUTH AMERICA,68417969,Start
Sergio Fernández Fernández,Chile,20.0,SOUTH AMERICA,75947620,Stub
Ángel Flisfisch,Chile,20.0,SOUTH AMERICA,70987747,B
Jaime Gazmuri,Chile,20.0,SOUTH AMERICA,70988044,Stub
Carlos González Márquez,Chile,20.0,SOUTH AMERICA,75976443,B
"David Henríquez (footballer, born 1977)",Chile,20.0,SOUTH AMERICA,7655954,Start
Alejandra Bravo Hidalgo,Chile,20.0,SOUTH AMERICA,71086342,Start
Checho Hirane,Chile,20.0,SOUTH AMERICA,68425798,Stub
Ricardo Hormazábal,Chile,20.0,SOUTH AMERICA,75976308,Stub
Aucán Huilcamán,Chile,20.0,SOUTH AMERICA,2392470,B
Liliana Jadue,Chile,20.0,SOUTH AMERICA,71378612,Stub
Andrés Jouannet,Chile,20.0,SOUTH AMERICA,75321716,Start
Antonio Leal Labrín,Chile,20.0,SOUTH AMERICA,69306584,Start
Graciela Mandujano,Chile,20.0,SOUTH AMERICA,46170072,B
Daniel Manouchehri,Chile,20.0,SOUTH AMERICA,75321621,B
Rodrigo Mundaca,Chile,20.0,SOUTH AMERICA,72875099,B
Sergio Ortega (composer),Chile,20.0,SOUTH AMERICA,522469,Start
Manuel Ossa Ruiz,Chile,20.0,SOUTH AMERICA,65695934,B
Miguel Otero Lathrop,Chile,20.0,SOUTH AMERICA,75795012,FA
Sergio Páez Verdugo,Chile,20.0,SOUTH AMERICA,75947701,Start
Luis Palacios Rossini,Chile,20.0,SOUTH AMERICA,69898625,B
Héctor Parra (footballer),Chile,20.0,SOUTH AMERICA,71341319,Start
Ignacio Pérez Walker,Chile,20.0,SOUTH AMERICA,75947793,B
Bernhard Eunom Philippi,Chile,20.0,SOUTH AMERICA,15394989,Stub
Germán Picó Cañas,Chile,20.0,SOUTH AMERICA,34244776,Stub
Tancredo Pinochet,Chile,20.0,SOUTH AMERICA,34244975,Stub
Jaime Pizarro,Chile,20.0,SOUTH AMERICA,18679293,Start
Roberto Poblete,Chile,20.0,SOUTH AMERICA,66779450,B
Francisco Prat Alemparte,Chile,20.0,SOUTH AMERICA,75957865,B
Pablo Prieto,Chile,20.0,SOUTH AMERICA,75917312,B
Valentina Quiroga,Chile,20.0,SOUTH AMERICA,76243973,B
Patricio Rey Sommer,Chile,20.0,SOUTH AMERICA,36650990,Start
Claudio Reyes,Chile,20.0,SOUTH AMERICA,77354537,B
Mario Ríos Santander,Chile,20.0,SOUTH AMERICA,75947506,B
Jennifer Rojas,Chile,20.0,SOUTH AMERICA,71082507,Stub
Miguel Schweitzer Walters,Chile,20.0,SOUTH AMERICA,67623068,B
Loreto Silva,Chile,20.0,SOUTH AMERICA,54904572,Stub
Roberto Thieme,Chile,20.0,SOUTH AMERICA,73945522,B
Manuel Antonio Tocornal,Chile,20.0,SOUTH AMERICA,68418264,B
Ramón Vega Hidalgo,Chile,20.0,SOUTH AMERICA,42703150,Stub
Juan de Dios Vial del Río,Chile,20.0,SOUTH AMERICA,68418089,B
Claudio Vicuña Subercaseaux,Chile,20.0,SOUTH AMERICA,76628721,Start
Hernán Vodanovic,Chile,20.0,SOUTH AMERICA,75957673,Start
Chris Watson,Chile,20.0,SOUTH AMERICA,155375,B
Sergio Zarzar Andonie,Chile,20.0,SOUTH AMERICA,33334075,Stub
Cao Lihuai,China,1411.3,EAST ASIA,73944817,Start
Fu Wenhua,China,1411.3,EAST ASIA,72106591,Stub
Gu Shu,China,1411.3,EAST ASIA,72133624,B
Hang Yihong,China,1411.3,EAST ASIA,72049460,B
Hao Hongjun,China,1411.3,EAST ASIA,72950033,Start
Hoi Lai Fong,China,1411.3,EAST ASIA,76338367,Stub
Hu Fuming,China,1411.3,EAST ASIA,72646293,Start
Jiao Xiaoping,China,1411.3,EAST ASIA,72949865,Start
Lin Shengzhong,China,1411.3,EAST ASIA,76939400,Start
Lu Feng (politician),China,1411.3,EAST ASIA,70959346,Stub
Shi Ping (politician),China,1411.3,EAST ASIA,75292368,B
Wang Liyan,China,1411.3,EAST ASIA,72113960,B
Wang Yonghong,China,1411.3,EAST ASIA,72113942,Start
"Wang Wei (politician, born 1974)",China,1411.3,EAST ASIA,71858987,Start
Wei Wenhui,China,1411.3,EAST ASIA,76330508,B
Zhang Lin (general),China,1411.3,EAST ASIA,71627579,Stub
José Manuel Restrepo Abondano,Colombia,52.2,SOUTH AMERICA,59174815,Stub
Yahir Acuña,Colombia,52.2,SOUTH AMERICA,68162798,B
Iván Darío Agudelo,Colombia,52.2,SOUTH AMERICA,68167306,Start
Carlos Mario Álvarez,Colombia,52.2,SOUTH AMERICA,69844330,B
Rafael Francisco Amador Campos,Colombia,52.2,SOUTH AMERICA,33147279,Stub
Julio Arboleda Pombo,Colombia,52.2,SOUTH AMERICA,39992268,Stub
Justo Arosemena Quesada,Colombia,52.2,SOUTH AMERICA,8755364,Start
Germán Blanco Álvarez,Colombia,52.2,SOUTH AMERICA,68155591,Stub
Manuel José Bonnet,Colombia,52.2,SOUTH AMERICA,57721223,B
Wilson Borja,Colombia,52.2,SOUTH AMERICA,77539062,B
Gloria María Borrero,Colombia,52.2,SOUTH AMERICA,65176243,Stub
Carlos Fernando Galán,Colombia,52.2,SOUTH AMERICA,74053306,B
José Eusebio Caro,Colombia,52.2,SOUTH AMERICA,62502289,B
Ana María Castañeda,Colombia,52.2,SOUTH AMERICA,72937270,B
Iván Cepeda,Colombia,52.2,SOUTH AMERICA,66799376,B
Juan José Chaux Mosquera,Colombia,52.2,SOUTH AMERICA,73989449,Stub
Vicky Colbert,Colombia,52.2,SOUTH AMERICA,55214652,Stub
Alejandro Corrales Escobar,Colombia,52.2,SOUTH AMERICA,74767569,Stub
Alfredo Cuello Baute,Colombia,52.2,SOUTH AMERICA,68169725,Stub
Alfonso Dávila Ortiz,Colombia,52.2,SOUTH AMERICA,42213841,Start
Luis Eduardo Díaz Granados,Colombia,52.2,SOUTH AMERICA,43251844,Stub
Olga Duque de Ospina,Colombia,52.2,SOUTH AMERICA,61822519,Start
Eduardo Wiesner Durán,Colombia,52.2,SOUTH AMERICA,73984553,Start
Eduardo Enríquez Maya,Colombia,52.2,SOUTH AMERICA,67406554,Stub
Miguel Amín Escaf,Colombia,52.2,SOUTH AMERICA,43252134,B
Juan Carlos Esguerra Portocarrero,Colombia,52.2,SOUTH AMERICA,33234971,Start
Claudio Galán Pachón,Colombia,52.2,SOUTH AMERICA,74053461,Stub
Juan García del Río,Colombia,52.2,SOUTH AMERICA,50581484,Stub
Daniel García-Peña,Colombia,52.2,SOUTH AMERICA,36845713,Stub
Lucy Inés García,Colombia,52.2,SOUTH AMERICA,75184287,B
Yaneth Giha Tovar,Colombia,52.2,SOUTH AMERICA,52689651,Stub
Enrique Gil Botero,Colombia,52.2,SOUTH AMERICA,53298766,Stub
Guillermo González (politician),Colombia,52.2,SOUTH AMERICA,68431387,Start
Bernardo Guerra Serna,Colombia,52.2,SOUTH AMERICA,68347931,B
Carlos Mauro Hoyos,Colombia,52.2,SOUTH AMERICA,56592291,B
Augusto Ibáñez Guzmán,Colombia,52.2,SOUTH AMERICA,58021769,Stub
Gilma Jiménez,Colombia,52.2,SOUTH AMERICA,39824418,B
Roberto Junguito,Colombia,52.2,SOUTH AMERICA,66223188,Stub
Maria Claudia Lacouture,Colombia,52.2,SOUTH AMERICA,52689501,B
Rodrigo Lara,Colombia,52.2,SOUTH AMERICA,10069604,Start
Rodrigo Hernán Lloreda Caicedo,Colombia,52.2,SOUTH AMERICA,35547187,Stub
Francisco José Lloreda Mera,Colombia,52.2,SOUTH AMERICA,34969516,Stub
Fernando Londoño,Colombia,52.2,SOUTH AMERICA,35839661,B
Jorge Eduardo Londoño,Colombia,52.2,SOUTH AMERICA,52738991,Start
"Jorge Miguel Lozano, Marquis of San Jorge",Colombia,52.2,SOUTH AMERICA,74790995,B
David Luna Sánchez,Colombia,52.2,SOUTH AMERICA,52739130,B
Mariano Arosemena,Colombia,52.2,SOUTH AMERICA,75492665,Stub
Iván Marulanda,Colombia,52.2,SOUTH AMERICA,53611841,Stub
Carlos Eduardo Medellín Becerra,Colombia,52.2,SOUTH AMERICA,29404617,B
Germán Montoya Vélez,Colombia,52.2,SOUTH AMERICA,64106216,FA
Lorenzo Muelas,Colombia,52.2,SOUTH AMERICA,71168655,B
Narciso Matus Torres,Colombia,52.2,SOUTH AMERICA,67210995,Stub
Elsa Noguera,Colombia,52.2,SOUTH AMERICA,52738845,Stub
Antonio Ordóñez Plaja,Colombia,52.2,SOUTH AMERICA,51488965,B
Fernando Ospina Hernández,Colombia,52.2,SOUTH AMERICA,69582805,Stub
Enrique Parejo González,Colombia,52.2,SOUTH AMERICA,37037010,B
Carlos Pizarro Leongómez,Colombia,52.2,SOUTH AMERICA,11039456,Stub
Daniel Quintero,Colombia,52.2,SOUTH AMERICA,61050124,Stub
Juan Camilo Quintero,Colombia,52.2,SOUTH AMERICA,51633862,Start
Manuel María Ramírez Fortoul,Colombia,52.2,SOUTH AMERICA,52978580,B
Juan José Reyes-Patria Escobar,Colombia,52.2,SOUTH AMERICA,62814497,Start
Ricardo Cobo,Colombia,52.2,SOUTH AMERICA,76885478,B
Jorge Enrique Robledo,Colombia,52.2,SOUTH AMERICA,52693267,Start
Ángela Robledo,Colombia,52.2,SOUTH AMERICA,66761849,Stub
Antonio Roldán Betancur,Colombia,52.2,SOUTH AMERICA,70910588,Start
Sixta Pontón de Santander,Colombia,52.2,SOUTH AMERICA,76654533,Start
Juana de J. Sarmiento,Colombia,52.2,SOUTH AMERICA,68589753,B
Oscar Terán (lawyer),Colombia,52.2,SOUTH AMERICA,45201451,Start
Ernesto Macías Tovar,Colombia,52.2,SOUTH AMERICA,74767611,Start
Ciro Luis Urriola,Colombia,52.2,SOUTH AMERICA,2168423,Start
Ramón Maximiliano Valdés,Colombia,52.2,SOUTH AMERICA,2168432,B
Eduardo Valencia Ospina,Colombia,52.2,SOUTH AMERICA,54502555,Start
Cristóbal de Vergara Azcárate,Colombia,52.2,SOUTH AMERICA,74667094,B
José María Vergara y Vergara,Colombia,52.2,SOUTH AMERICA,35617133,B
Estanislao Vergara y Sanz de Santamaría,Colombia,52.2,SOUTH AMERICA,77870909,Start
Luis Villar Borda,Colombia,52.2,SOUTH AMERICA,43216370,B
Luis Carlos Villegas Echeverri,Colombia,52.2,SOUTH AMERICA,52689061,B
Roberto Camacho Weberberg,Colombia,52.2,SOUTH AMERICA,73984034,Stub
Mouzawar Abdallah,Comoros,0.9,EASTERN AFRICA,64039766,Stub
Moustadroine Abdou,Comoros,0.9,EASTERN AFRICA,52785664,Stub
Ibrahim Aboubacar,Comoros,0.9,EASTERN AFRICA,37327693,B
Saïd Ibrahim Ben Ali,Comoros,0.9,EASTERN AFRICA,5501944,Stub
Mohamed Bacar,Comoros,0.9,EASTERN AFRICA,1098893,Stub
Chamina Ben Mohamed,Comoros,0.9,EASTERN AFRICA,69569611,Start
Saïd Mohamed Cheikh,Comoros,0.9,EASTERN AFRICA,18953902,Start
Mohamed Dahalani,Comoros,0.9,EASTERN AFRICA,31919780,FA
Dhoihir Dhoulkamal,Comoros,0.9,EASTERN AFRICA,72243265,Start
Ahmed Ben Said Djaffar,Comoros,0.9,EASTERN AFRICA,6530656,Stub
Abdou Soulé Elbak,Comoros,0.9,EASTERN AFRICA,3585691,Stub
Gaston Feuillard,Comoros,0.9,EASTERN AFRICA,31920300,B
Siti Kassim,Comoros,0.9,EASTERN AFRICA,49271412,Start
Said Ali Kemal,Comoros,0.9,EASTERN AFRICA,65444369,Stub
Fouad Mohadji,Comoros,0.9,EASTERN AFRICA,71873297,Start
Dawiat Mohamed,Comoros,0.9,EASTERN AFRICA,69569831,Stub
Sittou Raghadat Mohamed,Comoros,0.9,EASTERN AFRICA,55709520,B
Idi Nadhoim,Comoros,0.9,EASTERN AFRICA,77302669,Stub
Fahmi Said Ibrahim,Comoros,0.9,EASTERN AFRICA,29418408,Start
Djaffar Ahmed Said,Comoros,0.9,EASTERN AFRICA,52785650,B
Abdallah Said Sarouma,Comoros,0.9,EASTERN AFRICA,52785681,Stub
Mohamed Ali Soilihi,Comoros,0.9,EASTERN AFRICA,71934958,B
Moussa Toybou,Comoros,0.9,EASTERN AFRICA,18256690,Start
Léon Angor,Congo,6.1,MIDDLE AFRICA,33322924,B
Joseph Badiabio,Congo,6.1,MIDDLE AFRICA,28702868,B
Frédéric Bintsamou,Congo,6.1,MIDDLE AFRICA,17640111,Stub
Modeste Boukadia,Congo,6.1,MIDDLE AFRICA,75293551,Start
Jean-Jacques Bouya,Congo,6.1,MIDDLE AFRICA,33495513,Start
Fidèle Dimou,Congo,6.1,MIDDLE AFRICA,32789417,B
Gabriel Entcha-Ebia,Congo,6.1,MIDDLE AFRICA,32999896,Stub
Gabriel Valère Eteka Yemet,Congo,6.1,MIDDLE AFRICA,37014805,Stub
Albert Fourvelle,Congo,6.1,MIDDLE AFRICA,33301803,Start
Pascal Gamassa,Congo,6.1,MIDDLE AFRICA,28826126,B
Pierre Goura,Congo,6.1,MIDDLE AFRICA,31871816,Stub
Gustave Aba-Gandzion,Congo,6.1,MIDDLE AFRICA,33311574,B
Joseph Hondjuila Miokono,Congo,6.1,MIDDLE AFRICA,30554164,B
Zely Pierre Inzoungou-Massanga,Congo,6.1,MIDDLE AFRICA,73017625,Stub
André Kerhervé,Congo,6.1,MIDDLE AFRICA,33301941,Stub
Pierre Mabiala,Congo,6.1,MIDDLE AFRICA,31370455,B
Paulin Makaya,Congo,6.1,MIDDLE AFRICA,68260653,Start
Jean-Pierre Makouta-Mboukou,Congo,6.1,MIDDLE AFRICA,68265005,Stub
Jean Malonga,Congo,6.1,MIDDLE AFRICA,16837066,B
André Matsoua,Congo,6.1,MIDDLE AFRICA,1556095,Stub
Ferdinand Mbahou,Congo,6.1,MIDDLE AFRICA,26214004,Start
Justin Mikolo-Kinzonzi,Congo,6.1,MIDDLE AFRICA,32443595,Start
Bonaventure Mizidy,Congo,6.1,MIDDLE AFRICA,23453466,B
Émile Mokoko Wongolo,Congo,6.1,MIDDLE AFRICA,32714687,B
Jean-Marie Mokoko,Congo,6.1,MIDDLE AFRICA,68862603,Stub
René-Dambert Ndouane,Congo,6.1,MIDDLE AFRICA,40075134,Start
Jean-Dominique Okemba,Congo,6.1,MIDDLE AFRICA,28214846,Stub
Denis-Christel Sassou Nguesso,Congo,6.1,MIDDLE AFRICA,30369901,Stub
Arlette Soudan-Nonault,Congo,6.1,MIDDLE AFRICA,55718639,B
Jean Félix Demba Telo,Congo,6.1,MIDDLE AFRICA,23607837,Stub
Abel Thauley-Ganga,Congo,6.1,MIDDLE AFRICA,33216486,Stub
Florentino Alfaro Zamora,Costa Rica,5.3,CENTRAL AMERICA,18693022,Stub
Alejandro Alvarado García,Costa Rica,5.3,CENTRAL AMERICA,18693051,Stub
Antonio Saldaña,Costa Rica,5.3,CENTRAL AMERICA,59467799,B
Armando Aráuz Aguilar,Costa Rica,5.3,CENTRAL AMERICA,70697033,Stub
Birche,Costa Rica,5.3,CENTRAL AMERICA,59467229,B
Tranquilino de Bonilla y Herdocia,Costa Rica,5.3,CENTRAL AMERICA,18694536,B
Juan José de Bonilla y Herdocia,Costa Rica,5.3,CENTRAL AMERICA,18693998,Stub
Miguel de Bonilla y Laya-Bolívar,Costa Rica,5.3,CENTRAL AMERICA,18693164,Stub
Stephan Brunner,Costa Rica,5.3,CENTRAL AMERICA,70493571,B
Marvin Calvo Montoya,Costa Rica,5.3,CENTRAL AMERICA,64967552,B
Florencio del Castillo,Costa Rica,5.3,CENTRAL AMERICA,18693284,Start
Paola Vega Castillo,Costa Rica,5.3,CENTRAL AMERICA,69819728,B
Ramón Castro y Ramírez,Costa Rica,5.3,CENTRAL AMERICA,18693313,B
Ricardo Castro Beeche,Costa Rica,5.3,CENTRAL AMERICA,18693298,B
Teodoro Willink Castro,Costa Rica,5.3,CENTRAL AMERICA,69829237,Start
José Joaquín Chaverri Sievert,Costa Rica,5.3,CENTRAL AMERICA,18693343,B
José Miguel Corrales Bolaños,Costa Rica,5.3,CENTRAL AMERICA,18693976,B
Correque,Costa Rica,5.3,CENTRAL AMERICA,61385979,Stub
Aquileo J. Echeverría,Costa Rica,5.3,CENTRAL AMERICA,18693437,Stub
El Guarco,Costa Rica,5.3,CENTRAL AMERICA,61385930,B
Narciso Esquivel y Salazar,Costa Rica,5.3,CENTRAL AMERICA,18693623,Start
Alberto Fait Lizano,Costa Rica,5.3,CENTRAL AMERICA,70696866,Stub
King Garabito,Costa Rica,5.3,CENTRAL AMERICA,61385688,C
Gerardo Gómez Ramírez,Costa Rica,5.3,CENTRAL AMERICA,18693767,Stub
Joaquín Gutiérrez,Costa Rica,5.3,CENTRAL AMERICA,8391564,B
Fernando Guzmán Mata,Costa Rica,5.3,CENTRAL AMERICA,73894604,B
Gerardo Guzmán Quirós,Costa Rica,5.3,CENTRAL AMERICA,18693823,Start
Joaquín de Iglesias Vidamartel,Costa Rica,5.3,CENTRAL AMERICA,18693888,B
Bernal Jiménez Monge,Costa Rica,5.3,CENTRAL AMERICA,67167521,Start
Ramón Jiménez y Robredo,Costa Rica,5.3,CENTRAL AMERICA,18693915,B
José Miguel Alfaro Rodríguez,Costa Rica,5.3,CENTRAL AMERICA,73878262,FA
Pedro María León-Páez y Brown,Costa Rica,5.3,CENTRAL AMERICA,18694033,B
Óscar López (politician),Costa Rica,5.3,CENTRAL AMERICA,29580672,Start
Juan de los Santos Madriz y Cervantes,Costa Rica,5.3,CENTRAL AMERICA,18694098,B
Félix Arcadio Montero Monge,Costa Rica,5.3,CENTRAL AMERICA,18694247,Stub
José Joaquín Mora Porras,Costa Rica,5.3,CENTRAL AMERICA,18694277,Stub
Mary Munive,Costa Rica,5.3,CENTRAL AMERICA,70490999,B
Rafael Moya Murillo,Costa Rica,5.3,CENTRAL AMERICA,18694298,B
María Teresa Obregón Zamora,Costa Rica,5.3,CENTRAL AMERICA,51087813,Start
Rodrigo Oreamuno Blanco,Costa Rica,5.3,CENTRAL AMERICA,70496865,B
Joaquín de Oreamuno,Costa Rica,5.3,CENTRAL AMERICA,58823015,Stub
Rafael Francisco Osejo,Costa Rica,5.3,CENTRAL AMERICA,21524108,Stub
Pablo Presbere,Costa Rica,5.3,CENTRAL AMERICA,59468028,B
Manuel María de Peralta y Alfaro,Costa Rica,5.3,CENTRAL AMERICA,18694344,B
José María de Peralta,Costa Rica,5.3,CENTRAL AMERICA,59660977,Stub
Manuel María de Peralta y López del Corral,Costa Rica,5.3,CENTRAL AMERICA,18694124,Stub
Cipriano Pérez y Arias,Costa Rica,5.3,CENTRAL AMERICA,18693371,Stub
Eusebio Prieto y Ruiz,Costa Rica,5.3,CENTRAL AMERICA,18694389,Start
Carmen Quesada Santamaría,Costa Rica,5.3,CENTRAL AMERICA,64640381,Start
José Pablo Quirós Quirós,Costa Rica,5.3,CENTRAL AMERICA,18694396,Stub
Gregorio José Ramírez,Costa Rica,5.3,CENTRAL AMERICA,68653288,B
Rafael Ramírez Hidalgo,Costa Rica,5.3,CENTRAL AMERICA,18694424,B
Carlos Ricardo Benavides Jiménez,Costa Rica,5.3,CENTRAL AMERICA,70505503,C
Rodrigo Altmann Ortiz,Costa Rica,5.3,CENTRAL AMERICA,72020248,Start
Santiago Mayas,Costa Rica,5.3,CENTRAL AMERICA,59467190,B
Siarke,Costa Rica,5.3,CENTRAL AMERICA,61336204,B
Tomás Enrique Soley Soler,Costa Rica,5.3,CENTRAL AMERICA,18694520,B
José María Soto Alfaro,Costa Rica,5.3,CENTRAL AMERICA,59404135,Start
Nazario Toledo,Costa Rica,5.3,CENTRAL AMERICA,18694514,Start
Marco Vinicio Vargas Pereira,Costa Rica,5.3,CENTRAL AMERICA,18694146,C
Santos Velázquez y Tinoco,Costa Rica,5.3,CENTRAL AMERICA,18694578,Start
William Forbes (Talamancan king),Costa Rica,5.3,CENTRAL AMERICA,59467245,Start
Ivan Anušić,Croatia,3.8,SOUTHERN EUROPE,76702777,B
Mato Arlović,Croatia,3.8,SOUTHERN EUROPE,55506247,B
Branko Bačić,Croatia,3.8,SOUTHERN EUROPE,74806166,B
Fran Barac,Croatia,3.8,SOUTHERN EUROPE,75836585,B
Stephen Nikola Bartulica,Croatia,3.8,SOUTHERN EUROPE,77119347,Stub
Živko Bertić,Croatia,3.8,SOUTHERN EUROPE,75841270,Stub
Ante Biankini,Croatia,3.8,SOUTHERN EUROPE,75706329,B
Juraj Biankini,Croatia,3.8,SOUTHERN EUROPE,75706313,B
Antun Bonifačić,Croatia,3.8,SOUTHERN EUROPE,75452607,B
Andrija Torkvat Brlić,Croatia,3.8,SOUTHERN EUROPE,68523447,B
Josip Broz Tito,Croatia,3.8,SOUTHERN EUROPE,16567,Start
"Gajo Bulat (politician, born 1867)",Croatia,3.8,SOUTHERN EUROPE,75851241,B
Nadežda Čačinovič,Croatia,3.8,SOUTHERN EUROPE,33883266,B
Gjuro Červar,Croatia,3.8,SOUTHERN EUROPE,77654222,B
Melko Čingrija,Croatia,3.8,SOUTHERN EUROPE,64223651,B
Pero Čingrija,Croatia,3.8,SOUTHERN EUROPE,64223461,B
Juraj Demetrović,Croatia,3.8,SOUTHERN EUROPE,24852767,Start
Mate Drinković,Croatia,3.8,SOUTHERN EUROPE,74209346,Stub
Nikica Gabrić,Croatia,3.8,SOUTHERN EUROPE,41556002,Start
Leon Geršković,Croatia,3.8,SOUTHERN EUROPE,36623493,B
