article_title,country,population,region,revision_id,article_quality
Ben Nsibandze,South Africa,60.7,SOUTHERN AFRICA,4328867,B
Pholile Shakantu,South Africa,60.7,SOUTHERN AFRICA,76061512,Stub
Abraham Brodersson,Sweden,10.5,NORTHERN EUROPE,51554552,B
Leila Ali Elmi,Sweden,10.5,NORTHERN EUROPE,69196205,Stub
Bengt Snivil,Sweden,10.5,NORTHERN EUROPE,8594705,B
Rudolf Fredrik Berg,Sweden,10.5,NORTHERN EUROPE,43028563,Start
Birger Jarl,Sweden,10.5,NORTHERN EUROPE,150793,B
Johan Ludvig Boye,Sweden,10.5,NORTHERN EUROPE,77611385,B
Birger Brosa,Sweden,10.5,NORTHERN EUROPE,2088644,Start
Axel Brusewitz,Sweden,10.5,NORTHERN EUROPE,12941609,Stub
Nils Claëson,Sweden,10.5,NORTHERN EUROPE,47722656,Stub
Petrus Olai Dalekarlus,Sweden,10.5,NORTHERN EUROPE,56983976,Start
Christoffer Dulny,Sweden,10.5,NORTHERN EUROPE,71312107,Stub
Klas Eklund,Sweden,10.5,NORTHERN EUROPE,1679710,Start
Martin Ekström,Sweden,10.5,NORTHERN EUROPE,1052238,Start
Nils Elowsson,Sweden,10.5,NORTHERN EUROPE,42077160,B
Folke the Fat,Sweden,10.5,NORTHERN EUROPE,11187848,B
Hans Reinhold von Fersen,Sweden,10.5,NORTHERN EUROPE,21842968,FA
Hemming Gadh,Sweden,10.5,NORTHERN EUROPE,5250201,Stub
Gösta Hallberg-Cuula,Sweden,10.5,NORTHERN EUROPE,77396801,B
Evelina Hahne,Sweden,10.5,NORTHERN EUROPE,71816933,Start
Greger Helin,Sweden,10.5,NORTHERN EUROPE,74240981,B
Anders Henriksson (politician),Sweden,10.5,NORTHERN EUROPE,69869055,Stub
Carl P. Herslow,Sweden,10.5,NORTHERN EUROPE,31202887,B
Holmger Knutsson,Sweden,10.5,NORTHERN EUROPE,8575081,B
Albrecht Elof Ihre,Sweden,10.5,NORTHERN EUROPE,4011649,Start
Johan Gustaf Helin,Sweden,10.5,NORTHERN EUROPE,74226920,Stub
Ida Karkiainen,Sweden,10.5,NORTHERN EUROPE,69399835,B
Karl the Deaf,Sweden,10.5,NORTHERN EUROPE,8435969,Stub
Gustav Kasselstrand,Sweden,10.5,NORTHERN EUROPE,36891052,B
Mats Kettilmundsson,Sweden,10.5,NORTHERN EUROPE,53119615,B
Per Klarberg,Sweden,10.5,NORTHERN EUROPE,67155138,Start
Sture Korpi,Sweden,10.5,NORTHERN EUROPE,53656866,B
Henrik Landerholm,Sweden,10.5,NORTHERN EUROPE,76738363,B
Yvonne Lindholm,Sweden,10.5,NORTHERN EUROPE,71807989,Stub
Peeter Luksep,Sweden,10.5,NORTHERN EUROPE,47796982,Stub
Vilhelm Lundström (philologist),Sweden,10.5,NORTHERN EUROPE,77600578,Start
Eskil Magnusson,Sweden,10.5,NORTHERN EUROPE,2346851,Start
Stig Malm,Sweden,10.5,NORTHERN EUROPE,67031837,Stub
Ture Malmgren,Sweden,10.5,NORTHERN EUROPE,43861205,B
Magnus Minniskiöld,Sweden,10.5,NORTHERN EUROPE,2346904,Stub
Omar Mustafa,Sweden,10.5,NORTHERN EUROPE,55482096,B
Reto Nause,Sweden,10.5,NORTHERN EUROPE,76825275,Start
Sven-Olle Olsson,Sweden,10.5,NORTHERN EUROPE,27373577,Start
Vera Oredsson,Sweden,10.5,NORTHERN EUROPE,55986962,FA
Gabriel Gustafsson Oxenstierna,Sweden,10.5,NORTHERN EUROPE,205461,Stub
Carl Fredrik Pechlin,Sweden,10.5,NORTHERN EUROPE,2450861,Stub
Carl Piper,Sweden,10.5,NORTHERN EUROPE,3054739,Stub
Filip Julius Bernhard von Platen,Sweden,10.5,NORTHERN EUROPE,62403545,Start
Tomas Polus,Sweden,10.5,NORTHERN EUROPE,19695723,Stub
Nils Reuterholm,Sweden,10.5,NORTHERN EUROPE,15830394,Stub
Qristina Ribohn,Sweden,10.5,NORTHERN EUROPE,50141605,FA
Oliver Rosengren,Sweden,10.5,NORTHERN EUROPE,62456708,Stub
Abir Al-Sahlani,Sweden,10.5,NORTHERN EUROPE,22992096,Stub
Karl Gustaf Scherman,Sweden,10.5,NORTHERN EUROPE,38134911,Stub
Per Sefastsson,Sweden,10.5,NORTHERN EUROPE,71926663,Stub
Erik Carlsson Sjöblad,Sweden,10.5,NORTHERN EUROPE,21498503,B
Erik Sparre,Sweden,10.5,NORTHERN EUROPE,76682651,B
Jacob Magnus Sprengtporten,Sweden,10.5,NORTHERN EUROPE,201677,Stub
Jimmy Ståhl,Sweden,10.5,NORTHERN EUROPE,66802050,B
Adolf Ludvig Stierneld,Sweden,10.5,NORTHERN EUROPE,29925434,Stub
Vávra Suk,Sweden,10.5,NORTHERN EUROPE,18433952,B
Peter Sunde,Sweden,10.5,NORTHERN EUROPE,14526270,B
August Tamm,Sweden,10.5,NORTHERN EUROPE,70028144,Stub
Robert Macfie Thorburn,Sweden,10.5,NORTHERN EUROPE,59401062,B
Jessica Thunander,Sweden,10.5,NORTHERN EUROPE,63192844,B
Lars Törnman,Sweden,10.5,NORTHERN EUROPE,29593634,Start
Ulrika Björklund,Sweden,10.5,NORTHERN EUROPE,75230724,B
Fredrik Vejdeland,Sweden,10.5,NORTHERN EUROPE,77264306,B
Gustaf af Wetterstedt,Sweden,10.5,NORTHERN EUROPE,727559,Stub
Bertil Zachrisson,Sweden,10.5,NORTHERN EUROPE,54613914,B
Arthur Bally,Switzerland,8.8,WESTERN EUROPE,76390474,B
Gallus Jacob Baumgartner,Switzerland,8.8,WESTERN EUROPE,6458764,Start
Jacqueline Berenstein-Wavre,Switzerland,8.8,WESTERN EUROPE,66509632,Start
Toni Bortoluzzi,Switzerland,8.8,WESTERN EUROPE,77556364,B
Franz Josef Bucher,Switzerland,8.8,WESTERN EUROPE,48718017,Stub
Adolf Bühler Jr.,Switzerland,8.8,WESTERN EUROPE,73945272,Start
Thomas Burgherr,Switzerland,8.8,WESTERN EUROPE,73065179,B
Achille Casanova,Switzerland,8.8,WESTERN EUROPE,25110091,Start
Conradin Cramer,Switzerland,8.8,WESTERN EUROPE,61994720,Stub
Niklaus Dachselhofer,Switzerland,8.8,WESTERN EUROPE,8495828,Stub
Denis de la Reussille,Switzerland,8.8,WESTERN EUROPE,74387146,Stub
Josef Dittli,Switzerland,8.8,WESTERN EUROPE,73700754,B
Ruggero Dollfus,Switzerland,8.8,WESTERN EUROPE,77452110,B
Nina Fehr Düsel,Switzerland,8.8,WESTERN EUROPE,75241627,Stub
Sigmund von Erlach,Switzerland,8.8,WESTERN EUROPE,8495619,B
Johann Rudolf Faesch,Switzerland,8.8,WESTERN EUROPE,57872313,B
Peter Falck,Switzerland,8.8,WESTERN EUROPE,60974604,B
Annina von Falkenstein,Switzerland,8.8,WESTERN EUROPE,74657022,Start
Patricia von Falkenstein,Switzerland,8.8,WESTERN EUROPE,74656926,B
Laurence Fehlmann Rielle,Switzerland,8.8,WESTERN EUROPE,74694147,B
Hans Fehr,Switzerland,8.8,WESTERN EUROPE,75241105,B
Nils Fiechter,Switzerland,8.8,WESTERN EUROPE,76361596,C
Ersilia Fossati,Switzerland,8.8,WESTERN EUROPE,76760220,Start
Samuel Frey,Switzerland,8.8,WESTERN EUROPE,72505436,Stub
Benjamin Giezendanner,Switzerland,8.8,WESTERN EUROPE,72510904,B
Urs Glutz von Blotzheim,Switzerland,8.8,WESTERN EUROPE,43518904,B
Jean-Pierre Grin-Hofmann,Switzerland,8.8,WESTERN EUROPE,73802543,B
Lars Guggisberg,Switzerland,8.8,WESTERN EUROPE,73250641,B
Petermann von Gundoldingen,Switzerland,8.8,WESTERN EUROPE,51361126,B
Martin Haab,Switzerland,8.8,WESTERN EUROPE,73468050,Stub
Hans-Ulrich Bigler,Switzerland,8.8,WESTERN EUROPE,76500113,B
André Hediger,Switzerland,8.8,WESTERN EUROPE,77283136,B
Heidi Z'graggen,Switzerland,8.8,WESTERN EUROPE,74733782,Stub
Georg Friedrich Heilmann,Switzerland,8.8,WESTERN EUROPE,21904024,B
Thomas Helbling,Switzerland,8.8,WESTERN EUROPE,25175267,Stub
David Hess (painter),Switzerland,8.8,WESTERN EUROPE,21904973,B
Karl Otto Hunziker,Switzerland,8.8,WESTERN EUROPE,18982430,Start
Jakob Stark,Switzerland,8.8,WESTERN EUROPE,74733835,Stub
Jean-Pierre Hocké,Switzerland,8.8,WESTERN EUROPE,72488039,Start
Walter Kälin,Switzerland,8.8,WESTERN EUROPE,27296116,B
Thomas Knutti,Switzerland,8.8,WESTERN EUROPE,76443360,Start
Kris Vietze,Switzerland,8.8,WESTERN EUROPE,77226909,FA
Frédéric-César de La Harpe,Switzerland,8.8,WESTERN EUROPE,8992361,Stub
Georgie Lamon,Switzerland,8.8,WESTERN EUROPE,49650987,B
Hubert Lauper,Switzerland,8.8,WESTERN EUROPE,77186526,B
Paul Lüönd,Switzerland,8.8,WESTERN EUROPE,42444460,B
Martin Hübscher,Switzerland,8.8,WESTERN EUROPE,75388911,Start
Ursula Mauch,Switzerland,8.8,WESTERN EUROPE,74878831,B
Jakob Meyer zum Hasen,Switzerland,8.8,WESTERN EUROPE,33910517,Stub
Kurt Meyer (Lucerne),Switzerland,8.8,WESTERN EUROPE,2452208,B
Simon Michel,Switzerland,8.8,WESTERN EUROPE,75126443,Stub
Damian Müller,Switzerland,8.8,WESTERN EUROPE,73701030,Start
Peter Ochs,Switzerland,8.8,WESTERN EUROPE,22064087,Stub
Giovanni Orelli,Switzerland,8.8,WESTERN EUROPE,56640458,Start
Ludwig Pfyffer,Switzerland,8.8,WESTERN EUROPE,3421736,B
Paul Rechsteiner,Switzerland,8.8,WESTERN EUROPE,73686864,Stub
Rudolf Rechsteiner,Switzerland,8.8,WESTERN EUROPE,76862928,Stub
Ital Reding the Elder,Switzerland,8.8,WESTERN EUROPE,58883583,B
Jules Repond,Switzerland,8.8,WESTERN EUROPE,52359873,Start
Estelle Revaz,Switzerland,8.8,WESTERN EUROPE,75866231,Start
Gebhard Rohner,Switzerland,8.8,WESTERN EUROPE,74337615,Stub
Eduard August Rübel,Switzerland,8.8,WESTERN EUROPE,76820390,Start
Farah Rumy,Switzerland,8.8,WESTERN EUROPE,68087037,B
Vinzenz Rüttimann,Switzerland,8.8,WESTERN EUROPE,48312020,B
Gregor Rutz,Switzerland,8.8,WESTERN EUROPE,73153597,B
Sergio Salvioni,Switzerland,8.8,WESTERN EUROPE,68730873,B
Alfred Emanuel Sarasin,Switzerland,8.8,WESTERN EUROPE,56407710,B
Nicolas Théodore de Saussure,Switzerland,8.8,WESTERN EUROPE,1524053,Start
Peter-Josef Schallberger,Switzerland,8.8,WESTERN EUROPE,27076074,B
Josef Scherrer,Switzerland,8.8,WESTERN EUROPE,68768763,Start
Jacob Schmidheiny,Switzerland,8.8,WESTERN EUROPE,75347765,C
Nicola Siegrist,Switzerland,8.8,WESTERN EUROPE,77254754,B
André Simonazzi,Switzerland,8.8,WESTERN EUROPE,25034608,B
Vreni Spoerry,Switzerland,8.8,WESTERN EUROPE,76413314,Start
Niklaus Friedrich von Steiger,Switzerland,8.8,WESTERN EUROPE,31266962,Stub
Silvia Steiner,Switzerland,8.8,WESTERN EUROPE,75507564,Stub
Charles-Alexandre Steinhäuslin,Switzerland,8.8,WESTERN EUROPE,28265387,FA
Hansjörg Trachsel,Switzerland,8.8,WESTERN EUROPE,13307728,B
Paul Usteri,Switzerland,8.8,WESTERN EUROPE,41807370,B
Vroni Thalmann-Bieri,Switzerland,8.8,WESTERN EUROPE,77154948,B
Eric Weber,Switzerland,8.8,WESTERN EUROPE,33524354,Start
Johann Rudolf Wettstein,Switzerland,8.8,WESTERN EUROPE,20937761,Stub
Louis Wyrsch,Switzerland,8.8,WESTERN EUROPE,55537498,Start
Theodor Ab Yberg,Switzerland,8.8,WESTERN EUROPE,800016,B
Andrea Zryd,Switzerland,8.8,WESTERN EUROPE,75866013,Stub
Sebastian Peregrin Zwyer,Switzerland,8.8,WESTERN EUROPE,8048470,Start
Ursula Zybach,Switzerland,8.8,WESTERN EUROPE,75712741,Start
Adil Arslan,Syria,23.2,WESTERN ASIA,70200558,B
Mohammed Akkad,Syria,23.2,WESTERN ASIA,40017660,B
Sultan al-Atrash,Syria,23.2,WESTERN ASIA,8377881,Start
Ayyash Al-Haj,Syria,23.2,WESTERN ASIA,61976458,B
Ghias Barakat,Syria,23.2,WESTERN ASIA,68063026,B
Subhi Bey Barakat,Syria,23.2,WESTERN ASIA,27307017,Stub
Abdul Qader Barmada,Syria,23.2,WESTERN ASIA,69210146,Start
Tawfiq Bay,Syria,23.2,WESTERN ASIA,27900533,Start
Ibrahim Biro,Syria,23.2,WESTERN ASIA,59788091,B
Yusuf Franko Coussa,Syria,23.2,WESTERN ASIA,75591953,Start
Amir al-Dandal,Syria,23.2,WESTERN ASIA,62896774,B
Abd al-Razzaq al-Dandashi,Syria,23.2,WESTERN ASIA,20616807,B
Ahmad Diyab,Syria,23.2,WESTERN ASIA,50747727,B
Hadad-yith'i,Syria,23.2,WESTERN ASIA,44524170,Start
Hisham Marwah,Syria,23.2,WESTERN ASIA,40282910,Start
Edmond Al-Homsi,Syria,23.2,WESTERN ASIA,69267672,Start
Louay Hussein,Syria,23.2,WESTERN ASIA,73894984,B
Ihsan Al Jabri,Syria,23.2,WESTERN ASIA,69244326,Start
Jihad Makdissi,Syria,23.2,WESTERN ASIA,36729265,Start
Mohammad Jumah,Syria,23.2,WESTERN ASIA,53672278,Stub
Sami al-Jundi,Syria,23.2,WESTERN ASIA,39962405,Start
Kamal al-Qassab,Syria,23.2,WESTERN ASIA,60672000,B
Kamil Pasha al-Qudsi,Syria,23.2,WESTERN ASIA,69572352,Stub
Abdul-Aziz al-Khair,Syria,23.2,WESTERN ASIA,63382313,Stub
Fayez al-Khoury,Syria,23.2,WESTERN ASIA,69267548,B
Mar'i Pasha al-Mallah,Syria,23.2,WESTERN ASIA,13858367,B
Hrant Maloyan,Syria,23.2,WESTERN ASIA,47716578,Stub
Antun Maqdisi,Syria,23.2,WESTERN ASIA,38612764,B
Mahmoud Ahmad Marei,Syria,23.2,WESTERN ASIA,67756618,Stub
Muhammad Talab Hilal,Syria,23.2,WESTERN ASIA,69725702,Stub
Mustafa al-Mousa,Syria,23.2,WESTERN ASIA,73930083,Start
Mustafa al-Siba'i,Syria,23.2,WESTERN ASIA,38229559,B
Shukri al-Quwatli,Syria,23.2,WESTERN ASIA,966524,Start
Nasim al-Safarjalani,Syria,23.2,WESTERN ASIA,19340343,Stub
Salem al-Meslet,Syria,23.2,WESTERN ASIA,68410203,B
Muhammad al-Sufi,Syria,23.2,WESTERN ASIA,39957078,B
Mohammad Farouk Tayfour,Syria,23.2,WESTERN ASIA,39849117,B
Huang Chaoqin,Taiwan,23.4,EAST ASIA,76911280,B
Li Huang,Taiwan,23.4,EAST ASIA,43603725,Stub
Lin Tze-luen,Taiwan,23.4,EAST ASIA,74711629,B
Liu Yongfu,Taiwan,23.4,EAST ASIA,381886,Stub
Chiu Feng-chia,Taiwan,23.4,EAST ASIA,16982434,Stub
Jay N. Shih,Taiwan,23.4,EAST ASIA,39212906,B
Wu Fang-ming,Taiwan,23.4,EAST ASIA,74189220,B
Wu Heling,Taiwan,23.4,EAST ASIA,28476758,B
Xie Jieshi,Taiwan,23.4,EAST ASIA,15823677,B
Zheng Kezang,Taiwan,23.4,EAST ASIA,45203385,C
Olimzhon Boboyev,Tajikistan,10.2,CENTRAL ASIA,8048265,Start
Torokul Dzhanuzakov,Tajikistan,10.2,CENTRAL ASIA,54521945,Stub
Mahmadali Hayit,Tajikistan,10.2,CENTRAL ASIA,68280175,B
Muhiddin Kabiri,Tajikistan,10.2,CENTRAL ASIA,46258407,B
Umarali Kuvvatov,Tajikistan,10.2,CENTRAL ASIA,45592625,B
Bobo Makhamov,Tajikistan,10.2,CENTRAL ASIA,60139178,B
Maksud Ibragimov,Tajikistan,10.2,CENTRAL ASIA,46566059,B
Nusratullo Maksum,Tajikistan,10.2,CENTRAL ASIA,52890668,B
Abduhalim Nazarzoda,Tajikistan,10.2,CENTRAL ASIA,54964031,Stub
Alim Sherzamonov,Tajikistan,10.2,CENTRAL ASIA,43101982,B
Shirinsho Shotemur,Tajikistan,10.2,CENTRAL ASIA,29855230,B
Bozor Sobir,Tajikistan,10.2,CENTRAL ASIA,58686426,B
Shukhrat Sultonov,Tajikistan,10.2,CENTRAL ASIA,47519772,Start
Nur Tabar,Tajikistan,10.2,CENTRAL ASIA,71540099,B
Timothy Apiyo,Tanzania,67.4,EASTERN AFRICA,39716305,B
Jumaa Aweso,Tanzania,67.4,EASTERN AFRICA,55842701,Stub
Hussein Bashe,Tanzania,67.4,EASTERN AFRICA,57479717,B
Maurice Henry Dorman,Tanzania,67.4,EASTERN AFRICA,5725181,Start
Fundikira III,Tanzania,67.4,EASTERN AFRICA,2186194,Start
Josephat Gwajima,Tanzania,67.4,EASTERN AFRICA,67776191,B
Issa Kassim Issa,Tanzania,67.4,EASTERN AFRICA,8522883,B
Bonnah Kaluwa,Tanzania,67.4,EASTERN AFRICA,49542240,Start
Michael Kamaliza,Tanzania,67.4,EASTERN AFRICA,75014768,B
Jeremiah Kasambala,Tanzania,67.4,EASTERN AFRICA,44027547,B
Hemed Khamis,Tanzania,67.4,EASTERN AFRICA,39646265,Stub
Adam Kimbisa,Tanzania,67.4,EASTERN AFRICA,29174410,Start
Saed Kubenea,Tanzania,67.4,EASTERN AFRICA,57639649,Stub
Elias John Kwandikwa,Tanzania,67.4,EASTERN AFRICA,55496783,B
Theddy Ladislaus,Tanzania,67.4,EASTERN AFRICA,48606737,B
Michael C. Latham,Tanzania,67.4,EASTERN AFRICA,73275204,B
Paul Makonda,Tanzania,67.4,EASTERN AFRICA,53267488,Stub
Julie Manning,Tanzania,67.4,EASTERN AFRICA,56147714,B
Salome Joseph Mbatia,Tanzania,67.4,EASTERN AFRICA,70083892,B
Ruth Hiyob Mollel,Tanzania,67.4,EASTERN AFRICA,71039456,Stub
Ibrahim Saidi Rashidi Msabaha,Tanzania,67.4,EASTERN AFRICA,76092778,B
Albert Msando,Tanzania,67.4,EASTERN AFRICA,71510709,C
John Mwakangale,Tanzania,67.4,EASTERN AFRICA,44019374,B
Juma Mwapachu,Tanzania,67.4,EASTERN AFRICA,4647479,B
Abdullah Mwinyi,Tanzania,67.4,EASTERN AFRICA,40912065,Start
Asanterabi Zephaniah Nsilo Swai,Tanzania,67.4,EASTERN AFRICA,54360630,FA
Mateo Qares,Tanzania,67.4,EASTERN AFRICA,44524622,Start
Augustino Ramadhani,Tanzania,67.4,EASTERN AFRICA,64575246,Start
Catherine Ruge,Tanzania,67.4,EASTERN AFRICA,62560038,FA
Festo Sanga,Tanzania,67.4,EASTERN AFRICA,69400708,B
Abdallah Ulega,Tanzania,67.4,EASTERN AFRICA,59097597,B
Mwita Waitara,Tanzania,67.4,EASTERN AFRICA,57639742,B
Akanat Promphan,Thailand,66.0,SOUTHEAST ASIA,47819636,Start
Borwornsak Uwanno,Thailand,66.0,SOUTHEAST ASIA,7174747,B
Bunsong Noisophon,Thailand,66.0,SOUTHEAST ASIA,77416944,B
Chada Thaiseth,Thailand,66.0,SOUTHEAST ASIA,63543904,Stub
Chaithawat Tulathon,Thailand,66.0,SOUTHEAST ASIA,74889485,B
Charoen Suepsaeng,Thailand,66.0,SOUTHEAST ASIA,54395412,Start
Chatchawal Kong-udom,Thailand,66.0,SOUTHEAST ASIA,60373231,Stub
Chob Yodkaew,Thailand,66.0,SOUTHEAST ASIA,39340127,Start
Cholnan Srikaew,Thailand,66.0,SOUTHEAST ASIA,71590720,C
Chonthicha Jaengraew,Thailand,66.0,SOUTHEAST ASIA,57523648,Stub
Chuwit Chitsakul,Thailand,66.0,SOUTHEAST ASIA,41035603,Start
Hangthong Thammawattana,Thailand,66.0,SOUTHEAST ASIA,57047259,B
Kasidej Chutimant,Thailand,66.0,SOUTHEAST ASIA,73866373,C
Khrong Chandawong,Thailand,66.0,SOUTHEAST ASIA,58612217,B
Kriangkrai Srirak,Thailand,66.0,SOUTHEAST ASIA,77416335,Start
Maris Sangiampongsa,Thailand,66.0,SOUTHEAST ASIA,76783939,B
Mongkol Surasajja,Thailand,66.0,SOUTHEAST ASIA,77413612,Start
Natthaphong Ruengpanyawut,Thailand,66.0,SOUTHEAST ASIA,77579218,FA
Nukun Prachuapmo,Thailand,66.0,SOUTHEAST ASIA,72974352,Start
Padipat Suntiphada,Thailand,66.0,SOUTHEAST ASIA,74260488,B
Pallop Pinmanee,Thailand,66.0,SOUTHEAST ASIA,6672783,Stub
Phayom Chulanont,Thailand,66.0,SOUTHEAST ASIA,7307489,Stub
Pichit Chuenban,Thailand,66.0,SOUTHEAST ASIA,77595449,B
Pita Limjaroenrat,Thailand,66.0,SOUTHEAST ASIA,64230971,B
Rangsiman Rome,Thailand,66.0,SOUTHEAST ASIA,73097511,FA
Rukchanok Srinork,Thailand,66.0,SOUTHEAST ASIA,76477675,B
Samak Jalikula,Thailand,66.0,SOUTHEAST ASIA,62493461,Stub
Sang Phathanothai,Thailand,66.0,SOUTHEAST ASIA,4124484,Stub
Sereepisuth Temeeyaves,Thailand,66.0,SOUTHEAST ASIA,9371683,Stub
Singsuk Singpai,Thailand,66.0,SOUTHEAST ASIA,76564721,Stub
So Sethaputra,Thailand,66.0,SOUTHEAST ASIA,75982748,C
Sodsai Rungphothong,Thailand,66.0,SOUTHEAST ASIA,61320521,Start
Sophon Suphapong,Thailand,66.0,SOUTHEAST ASIA,7175353,B
Suchatvee Suwansawat,Thailand,66.0,SOUTHEAST ASIA,12767343,Stub
Surangkana Wayuparb,Thailand,66.0,SOUTHEAST ASIA,67910027,Start
Suriya Chindawongse,Thailand,66.0,SOUTHEAST ASIA,77202151,B
Sutin Klungsang,Thailand,66.0,SOUTHEAST ASIA,74697804,B
Teerakiat Jaroensettasin,Thailand,66.0,SOUTHEAST ASIA,66919172,Start
Thamanat Prompow,Thailand,66.0,SOUTHEAST ASIA,61766914,Stub
Tiang Sirikhanth,Thailand,66.0,SOUTHEAST ASIA,6424190,B
Vichien Khaokham,Thailand,66.0,SOUTHEAST ASIA,57429560,Stub
Luang Wichitwathakan,Thailand,66.0,SOUTHEAST ASIA,4217665,B
Yat Hwaidi,Thailand,66.0,SOUTHEAST ASIA,14299847,Start
Jacques Amouzou,Togo,9.1,WESTERN AFRICA,17677822,Stub
Myriam Dossou D'Almeida,Togo,9.1,WESTERN AFRICA,77163632,B
Issifou Tabiou Taffa,Togo,9.1,WESTERN AFRICA,24732322,B
Kodjo Amegnisso Tossou,Togo,9.1,WESTERN AFRICA,27194650,B
Clément Nyaletsossi Voule,Togo,9.1,WESTERN AFRICA,69109854,B
Sani Yaya,Togo,9.1,WESTERN AFRICA,63436964,Start
Solomone Ula Ata,Tonga,0.1,OCEANIA,41432365,B
Shirley Waldemar Baker,Tonga,0.1,OCEANIA,3417261,Start
Enele Maʻafu,Tonga,0.1,OCEANIA,1994977,Stub
Siaosi Tukuʻaho,Tonga,0.1,OCEANIA,72376071,Stub
Semisi Sika,Tonga,0.1,OCEANIA,29851055,B
Sione Tupou Mateialona,Tonga,0.1,OCEANIA,72376019,B
Siosateki Tonga,Tonga,0.1,OCEANIA,72218143,B
Tevita Tuʻivakano,Tonga,0.1,OCEANIA,72375939,B
Viliami Tupoulahi Mailefihi Tuku'aho,Tonga,0.1,OCEANIA,54963340,B
ʻUluvalu,Tonga,0.1,OCEANIA,5891627,Start
Habib Achour,Tunisia,11.9,NORTHERN AFRICA,58723032,Start
Mekki Aloui,Tunisia,11.9,NORTHERN AFRICA,32530854,B
Ferjani Bel Haj Ammar,Tunisia,11.9,NORTHERN AFRICA,67501112,B
Chedly Ayari,Tunisia,11.9,NORTHERN AFRICA,66519697,B
Mahmoud Ben Ayed,Tunisia,11.9,NORTHERN AFRICA,68410554,Stub
Mounir Baatour,Tunisia,11.9,NORTHERN AFRICA,61501327,Stub
Selma Baccar,Tunisia,11.9,NORTHERN AFRICA,58717119,Stub
Yadh Ben Achour,Tunisia,11.9,NORTHERN AFRICA,30683008,Start
Nizar Ben Néji,Tunisia,11.9,NORTHERN AFRICA,69818106,B
Ahmed Ben Salah,Tunisia,11.9,NORTHERN AFRICA,50856292,B
Leila Ben-Gacem,Tunisia,11.9,NORTHERN AFRICA,60201038,B
Mohamed Nejib Berriche,Tunisia,11.9,NORTHERN AFRICA,68190782,FA
Khemais Chammari,Tunisia,11.9,NORTHERN AFRICA,75747700,Stub
Ghazi Chaouachi,Tunisia,11.9,NORTHERN AFRICA,67429207,Stub
Ali Chaouch,Tunisia,11.9,NORTHERN AFRICA,64998720,Start
Mohamed Charfi,Tunisia,11.9,NORTHERN AFRICA,47380177,B
Mohamed Messaoud Chebbi,Tunisia,11.9,NORTHERN AFRICA,32134027,B
Ahmad ibn Abi Diyaf,Tunisia,11.9,NORTHERN AFRICA,31382385,Stub
Mahmoud Djellouli,Tunisia,11.9,NORTHERN AFRICA,23511849,Stub
Kamel Feki,Tunisia,11.9,NORTHERN AFRICA,74558142,B
Mohamed Salah Fliss,Tunisia,11.9,NORTHERN AFRICA,61336072,Start
Mohamed Ghannouchi,Tunisia,11.9,NORTHERN AFRICA,393836,Stub
Rached Ghannouchi,Tunisia,11.9,NORTHERN AFRICA,10991302,B
Sadok Ghileb,Tunisia,11.9,NORTHERN AFRICA,38946258,Start
Nebiha Gueddana,Tunisia,11.9,NORTHERN AFRICA,28566415,B
Mezri Haddad,Tunisia,11.9,NORTHERN AFRICA,46679567,B
Radhia Haddad,Tunisia,11.9,NORTHERN AFRICA,55867868,Start
Ali Bach Hamba,Tunisia,11.9,NORTHERN AFRICA,35551042,B
Olfa Hamdi,Tunisia,11.9,NORTHERN AFRICA,76743661,Start
Mohamed Hechmi Hamdi,Tunisia,11.9,NORTHERN AFRICA,33541139,FA
Kamel Idir,Tunisia,11.9,NORTHERN AFRICA,77640064,B
Chaima Issa,Tunisia,11.9,NORTHERN AFRICA,74582727,Stub
Kamel Jendoubi,Tunisia,11.9,NORTHERN AFRICA,61438003,Start
Faten Kallel,Tunisia,11.9,NORTHERN AFRICA,53182511,B
Ibrahim Kassas,Tunisia,11.9,NORTHERN AFRICA,36536367,B
Othman Kechrid,Tunisia,11.9,NORTHERN AFRICA,66894410,Stub
Omezzine Khelifa,Tunisia,11.9,NORTHERN AFRICA,55155589,B
Khemaïs Ksila,Tunisia,11.9,NORTHERN AFRICA,75035182,Start
Slaheddine Maaoui,Tunisia,11.9,NORTHERN AFRICA,62705144,Stub
Selma Hédia Mabrouk,Tunisia,11.9,NORTHERN AFRICA,45414042,B
Zouhair Maghzaoui,Tunisia,11.9,NORTHERN AFRICA,68491090,Start
Seifeddine Makhlouf,Tunisia,11.9,NORTHERN AFRICA,67500773,B
Mohamed Masmoudi,Tunisia,11.9,NORTHERN AFRICA,52316225,B
Mustapha Masmoudi,Tunisia,11.9,NORTHERN AFRICA,61058781,B
Tarak Mekki,Tunisia,11.9,NORTHERN AFRICA,18381855,Start
Ahmed Mestiri,Tunisia,11.9,NORTHERN AFRICA,67751516,B
Naceur Ben Jaâfar,Tunisia,11.9,NORTHERN AFRICA,59069837,Start
Mahmud Qabadu,Tunisia,11.9,NORTHERN AFRICA,31716553,B
Giuseppe Raffo,Tunisia,11.9,NORTHERN AFRICA,67371165,Stub
Mustapha Saheb Ettabaa,Tunisia,11.9,NORTHERN AFRICA,67371757,B
Salah Farhat,Tunisia,11.9,NORTHERN AFRICA,63840511,Stub
Saïda Sassi,Tunisia,11.9,NORTHERN AFRICA,66915938,Start
Béchir Sfar,Tunisia,11.9,NORTHERN AFRICA,57259369,B
